cc,desciel,dirvienc,dirvieng,dloc,ndia,prec,probprec,tmax,tmin,velvien,idmun,ides
25.97,Cielo nublado,Noroeste,315,2024/11/29,Viernes        ,0,0,20.4,13.5,3.5,1,2
67.92,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,29.5,19.5,6.5,40,7
64.42,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0.4,0,29.3,20,5.7,40,7
80.07,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0.5,0,28.7,19.4,6.5,40,7
70.43,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0.1,0,28.7,19.3,7,40,7
70.05,Poco nuboso  ,Norte   ,0,2024/11/26,Martes         ,2.5,0,25.4,17.2,13,198,20
82.96,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,26.7,16.5,7,198,20
82.56,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,31.2,16.4,7.7,198,20
65.35,Medio nublado,Noroeste,315,2024/11/29,Viernes        ,0.2,0,26.9,17.9,14.5,198,20
76.94,Despejado    ,Sureste ,135,2024/11/26,Martes         ,0,0,27.2,9.8,5.2,199,20
78.92,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.4,9.4,4.9,199,20
85.6,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,28.6,11.5,4.8,199,20
65.3,Despejado    ,Sureste ,135,2024/11/29,Viernes        ,0,0,29.1,12.4,4.4,199,20
53.69,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,23.4,9,8.7,200,20
86.62,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,26.5,8.9,5.7,200,20
92.56,Despejado    ,Noroeste,315,2024/11/28,Jueves         ,0,0,29.9,11.7,5.6,200,20
68.17,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.8,11.2,8.3,200,20
70.56,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,20.4,6.3,6.3,201,20
88.39,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24,6.6,7.2,201,20
90.84,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,27.5,9,5.5,201,20
85.32,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,21.4,8.6,5.2,201,20
80.23,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,28.8,12.9,6.5,202,20
84.57,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,28.5,12.7,6.8,202,20
88.15,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,29.4,14.5,6.6,202,20
79.19,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,29.1,15,6.1,202,20
62.01,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.6,8.1,7,203,20
86.56,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,26.3,7.7,4,203,20
94,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,27.9,11,3.9,203,20
56.79,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,25.9,10.2,6.7,203,20
56.29,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,27,10.6,7.9,204,20
83.69,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,29.8,10.5,5.7,204,20
94.82,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,31.6,13.3,4.5,204,20
63.02,Despejado    ,Noroeste,315,2024/11/29,Viernes        ,0,0,28.6,13.3,7,204,20
74.84,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,25.8,13.3,7.9,205,20
90.3,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,25.9,13.1,6.6,205,20
89.23,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,28.3,14.2,6.3,205,20
69.08,Poco nuboso  ,Norte   ,0,2024/11/29,Viernes        ,0,0,26.4,15.4,6.7,205,20
61.16,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0.5,0,22.7,11.1,11.7,41,7
92.73,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,23.9,12,8.8,41,7
90.05,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.4,12,6.7,41,7
59.64,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,24.8,10.1,11,41,7
56.94,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,23,6.7,4.7,206,20
80.02,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,24.9,6.4,1.5,206,20
74.28,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,27.9,9.8,3.6,206,20
60.5,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,24.2,9.7,5.2,206,20
68.86,Poco nuboso  ,Noroeste,315,2024/11/26,Martes         ,2.2,0,25.4,14.7,6.6,207,20
84.74,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,27.1,14.3,5.1,207,20
92.12,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,32.3,14.8,4.4,207,20
71.51,Poco nuboso  ,Noroeste,315,2024/11/29,Viernes        ,1.5,0,26.8,15.4,8.1,207,20
88.44,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,23,6.6,6.7,208,20
89.94,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,23.6,6.4,3.3,208,20
93.17,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,24.8,8.5,4.4,208,20
79.21,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,24.6,9,4.5,208,20
69.29,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,20.6,7.7,5.7,209,20
81.73,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,22.7,8,2.2,209,20
92.84,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,24.4,10.2,3.1,209,20
68.53,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,22.2,8.8,5.7,209,20
89.29,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,22.2,6.3,7.8,210,20
91.87,Despejado    ,Sureste ,135,2024/11/27,Miercoles      ,0,0,23.7,6.1,3.2,210,20
92.98,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,24.7,8.1,4.3,210,20
81.46,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,24.3,8.5,5.7,210,20
63.82,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23,10.6,6.2,211,20
81.27,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.3,11.1,4,211,20
87.67,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.3,12.8,4.2,211,20
59.58,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.1,12.1,5.5,211,20
72.59,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,24.4,10.8,8.1,212,20
92.01,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,25,10.7,7.9,212,20
86.13,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,28.3,13.1,7.3,212,20
71.73,Poco nuboso  ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.9,13.2,5.2,212,20
87.27,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,29,12,7.1,213,20
89.14,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,28,11.8,7.1,213,20
90.9,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,28.6,13.6,6.5,213,20
79.27,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,28.6,14.2,6.6,213,20
70.7,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,20.8,6.3,6.4,214,20
91.12,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,24.3,6.5,7.3,214,20
82.7,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,27.4,9,5.5,214,20
81.32,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,21.8,8.5,5.9,214,20
92.14,Cielo nublado,Noreste ,45,2024/11/26,Martes         ,1.7,0,23.2,15.1,5.2,42,7
93.55,Poco nuboso  ,Sur     ,180,2024/11/27,Miercoles      ,0,0,25,15,4.5,42,7
88.05,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,28.2,15.3,3.5,42,7
51.25,Medio nublado,Norte   ,0,2024/11/29,Viernes        ,0.1,0,22.1,14.4,4.1,42,7
91.3,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,21.3,5.4,10.9,217,20
90.16,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,23.8,5.3,3.4,217,20
88.18,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,24.9,8,5.3,217,20
68.59,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,23.1,7.8,9.9,217,20
87.82,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,21.7,6.4,10,218,20
87.24,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,23.2,6.4,5.4,218,20
89.75,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,24.5,9.3,6,218,20
74.14,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.4,8.6,7.6,218,20
69.1,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,21.7,5.3,5.3,220,20
89.84,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,25,5.2,4.2,220,20
80.92,Despejado    ,Sureste ,135,2024/11/28,Jueves         ,0,0,27.9,8.9,3.7,220,20
83.12,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,22.8,8.5,5.3,220,20
74.79,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,19.2,5.2,8.4,221,20
89.67,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,23.3,5.1,3.5,221,20
85.79,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,24.7,7.7,4.3,221,20
80.01,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,21.3,6.8,8,221,20
71.55,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,21.4,7.2,7.1,222,20
88.08,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24.4,7.4,7.9,222,20
87.85,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,28.1,9.9,6.6,222,20
81.04,Despejado    ,Suroeste,225,2024/11/29,Viernes        ,0,0,22.1,9.5,5.6,222,20
77.17,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,32,16.8,5.9,225,20
70.34,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,31.2,16.2,6.2,225,20
86.5,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,31.3,17.1,5.9,225,20
84.86,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,31.6,18.5,5.6,225,20
91.75,Medio nublado,Noreste ,45,2024/11/26,Martes         ,2.3,0,25.2,17,4.7,43,7
94.74,Poco nuboso  ,Sur     ,180,2024/11/27,Miercoles      ,0,0,25.7,16.9,4.1,43,7
90.79,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0.1,0,29,18.2,4.7,43,7
56.48,Medio nublado,Noroeste,315,2024/11/29,Viernes        ,0.3,0,24.8,18.3,3.2,43,7
57.81,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,22.7,7.6,10.7,226,20
82.28,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,25.7,7.7,5.9,226,20
95.43,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,27.6,10.6,7.4,226,20
66.69,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.2,10,10,226,20
90.58,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,26.3,9.4,6.5,229,20
83.57,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,26,9.2,5.9,229,20
92.09,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.8,11.7,6.2,229,20
80.04,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,27,11.5,5.9,229,20
84.09,Despejado    ,Sureste ,135,2024/11/26,Martes         ,0,0,26.4,9.1,6.3,230,20
79.95,Despejado    ,Sureste ,135,2024/11/27,Miercoles      ,0,0,26.1,8.8,5.1,230,20
89.32,Despejado    ,Sureste ,135,2024/11/28,Jueves         ,0,0,27.3,11.1,4.8,230,20
69.61,Despejado    ,Sureste ,135,2024/11/29,Viernes        ,0,0,28,11.8,5.1,230,20
59.42,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0.1,0,25.1,11.1,7.1,231,20
86.49,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,27.1,10.9,5.9,231,20
91.64,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,32,12.7,4.9,231,20
69.64,Poco nuboso  ,Norte   ,0,2024/11/29,Viernes        ,0,0,26.1,12.8,7.3,231,20
56.47,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,27.2,14.7,5.8,232,20
88.29,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,26.8,14.2,5.7,232,20
84.9,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,27.9,14.9,5.4,232,20
72.07,Poco nuboso  ,Noreste ,45,2024/11/29,Viernes        ,0,0,27.9,17.2,4.3,232,20
65.16,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.3,7.3,7.9,233,20
88.06,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.4,7.2,5.3,233,20
93.02,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.2,10.1,6.3,233,20
59.01,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.6,9.4,7.4,233,20
59.52,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,22.6,7.9,3.9,234,20
83.67,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,25,7.7,3.1,234,20
82.6,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,27.8,10.7,3,234,20
70.22,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,23.7,10.8,4.4,234,20
62.92,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,23.2,8.1,7.4,235,20
84.48,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,25.3,7.9,3.1,235,20
94.96,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,26.9,11.2,5.1,235,20
60.61,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,25,9.9,7.4,235,20
76.75,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0.2,0,24.7,12.4,6.3,44,7
87.1,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,25.4,12.7,4.3,44,7
79.65,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.4,14.6,4.9,44,7
44.41,Despejado    ,Noroeste,315,2024/11/29,Viernes        ,0,0,25.7,12.3,7,44,7
69.49,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.6,11.3,6.6,236,20
80.26,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25.3,11.7,5.3,236,20
87.96,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.5,13.6,5.9,236,20
61.52,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.4,13,5.6,236,20
88.7,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,25.4,8.3,9.7,237,20
85.83,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,25.3,8,5.6,237,20
90.24,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,26.4,10.1,5.9,237,20
71.83,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,27.2,10.8,8.3,237,20
84.15,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,21.2,5.8,7.3,239,20
90.46,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,23.4,5.7,1.7,239,20
92.55,Despejado    ,Noroeste,315,2024/11/28,Jueves         ,0,0,24.5,7.9,3.2,239,20
81.55,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,23.2,7.8,6,239,20
86.03,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,23.7,7.2,6.5,240,20
89.39,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,23.9,7.1,4.8,240,20
91.98,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25,9.2,5.5,240,20
79.52,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,24.9,9.7,5.1,240,20
81.52,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.9,9.2,4,242,20
86.64,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,24.8,9,2.5,242,20
92.77,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.1,10.9,2.5,242,20
81.37,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,25.8,11.5,2.4,242,20
78.15,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.5,6.8,7.2,243,20
85.9,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.9,6.7,4.8,243,20
90.3,Despejado    ,Noroeste,315,2024/11/28,Jueves         ,0,0,26.7,9.6,5,243,20
55.79,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.5,9.2,6.5,243,20
59.35,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,22.6,6.9,4.9,244,20
81.65,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24.8,6.7,2,244,20
78.1,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,27.9,10.1,4,244,20
62.2,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,23.8,9.6,5.3,244,20
89.01,Poco nuboso  ,Sureste ,135,2024/11/26,Martes         ,2.1,0,26.3,17.4,3.9,45,7
94.27,Poco nuboso  ,Sur     ,180,2024/11/27,Miercoles      ,0,0,26.4,17.4,4.4,45,7
90.19,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,29,18.9,5.4,45,7
50.92,Medio nublado,Sur     ,180,2024/11/29,Viernes        ,0.1,0,26.8,19.2,4.3,45,7
64.72,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,29,24,51.1,248,20
68.49,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,29.7,22.7,23.4,248,20
74.36,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,27.6,22.5,11.5,248,20
56.01,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,30.2,22.7,44.1,248,20
71.61,Despejado    ,Sureste ,135,2024/11/26,Martes         ,0,0,26.9,10,4.9,251,20
77.94,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.2,9.5,4.6,251,20
83.03,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,28.4,11.1,4.4,251,20
74.16,Despejado    ,Sureste ,135,2024/11/29,Viernes        ,0,0,28.8,12.2,4.2,251,20
84.51,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,21.6,6.5,8.8,252,20
85.78,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,22.7,6.5,5.9,252,20
90.09,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,24.2,9.2,6.1,252,20
76.48,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,22.9,8.5,6.7,252,20
70.11,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,26.6,13.7,10.5,253,20
79.38,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,26.7,14.3,9.3,253,20
87.12,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,27.5,15.7,9,253,20
56.66,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,27,15.4,9.3,253,20
74.33,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,23.4,10.1,6.7,254,20
81.98,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,24.6,10.3,3.9,254,20
90.45,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.9,12.5,5.2,254,20
69.25,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,24.5,11.5,5.1,254,20
91.38,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,22.6,6.7,10.3,255,20
89.9,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,23.6,6.7,4.3,255,20
89.85,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,24.9,9.7,5,255,20
73.55,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.4,9.1,8.1,255,20
87.46,Medio nublado,Norte   ,0,2024/11/26,Martes         ,0.7,0,24.6,16.4,11.2,46,7
85.63,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,27.9,15.6,4.8,46,7
83.03,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,30.1,15,4.4,46,7
60.57,Cielo nublado,Norte   ,0,2024/11/29,Viernes        ,0.1,0,22.4,15.4,7.6,46,7
81.53,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,20.7,5.3,7.9,258,20
86.16,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,22.8,5.4,5.2,258,20
89.88,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,24.1,8.1,5.2,258,20
78.44,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,22.2,7.4,6.7,258,20
75.07,Despejado    ,Sureste ,135,2024/11/26,Martes         ,0,0,26.7,9.7,5.2,259,20
78.28,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27,9.4,4.9,259,20
85.53,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,28.2,11.3,4.8,259,20
70.74,Despejado    ,Sureste ,135,2024/11/29,Viernes        ,0,0,28.6,12.3,4.5,259,20
77.89,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,20.6,5.2,6.8,260,20
91.67,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,23.9,5.6,5.3,260,20
84.14,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,26.4,8.1,5.2,260,20
74.52,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,22,7,6.7,260,20
87.43,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,27.9,10.1,8.9,261,20
82.58,Despejado    ,Sureste ,135,2024/11/27,Miercoles      ,0,0,26.7,9.8,4.6,261,20
88.1,Despejado    ,Sureste ,135,2024/11/28,Jueves         ,0,0,27.7,11.8,4.7,261,20
66.31,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,29.3,12.7,6.9,261,20
73.73,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,24.4,9.6,9.7,263,20
85.05,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,25.7,9.5,5.4,263,20
89.57,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.9,12.4,6.2,263,20
73.6,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,26,11.6,7.1,263,20
68.33,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,18.5,4.8,6.6,264,20
81.41,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,22.6,4.7,5.2,264,20
73.44,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.1,8.2,4.5,264,20
75,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,20.1,6.4,6.3,264,20
75.43,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0.4,0,27.4,18.5,21.4,265,20
85,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,29.2,18.1,10.2,265,20
86.08,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0.1,0,31.7,18,8.1,265,20
65.69,Poco nuboso  ,Norte   ,0,2024/11/29,Viernes        ,0.2,0,27.3,19.8,19.6,265,20
83.03,Medio nublado,Noreste ,45,2024/11/26,Martes         ,0.9,0,23.4,12.9,5.3,47,7
89.53,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25,12.9,3.4,47,7
80.12,Despejado    ,Sureste ,135,2024/11/28,Jueves         ,0,0,27.2,14.3,2.5,47,7
44.57,Poco nuboso  ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.1,11.7,5.1,47,7
63.63,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,28.1,16.9,9.1,266,20
78.02,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,28.2,17.3,8.3,266,20
84.3,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,28.7,18.1,8,266,20
56.6,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,28.6,18.2,8.4,266,20
85.5,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,22.8,8.3,8,269,20
85.53,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,22.9,8.2,5.4,269,20
89.9,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,24.2,10.5,6,269,20
77.96,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.7,10.2,5.8,269,20
62.87,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,19.8,5.5,5.1,270,20
75.19,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,23,5.5,4.7,270,20
72.82,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.7,8.8,3.7,270,20
69.46,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,21.2,7.5,5.3,270,20
80.76,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,29.6,13.2,7.7,272,20
86.11,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,28.7,12.9,7.6,272,20
86.44,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,29.2,14.5,6.9,272,20
78,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,28.9,15.3,6.9,272,20
91.31,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,21.6,5.8,6.9,273,20
89.18,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,24.2,6.1,2.4,273,20
93.01,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,25.6,9,3.1,273,20
63.31,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,23.4,7.8,6.4,273,20
94.06,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,22.9,6.1,10.7,274,20
91.92,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,24.1,6.2,4.8,274,20
90.9,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.5,9.2,5.4,274,20
68.28,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,24.9,8.9,9.5,274,20
58.68,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,24.7,10.5,6.8,275,20
86.85,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,26.6,10.3,6.1,275,20
90.81,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,31.8,12.3,5.1,275,20
